Invoice ID,Branch,City,Customer_type,Gender,Product_line,Unit price,Quantity,Total,Payment,Rating
101-81-4070,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,125.64,Ewallet,4.9
631-34-1880,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,72.93,Credit card,4.3
852-82-2749,A,Yangon,Normal,Male,Sports and travel,64.59,4,258.36,Ewallet,9.3
873-14-6353,A,Yangon,Member,Male,Food and beverages,24.82,7,173.74,Credit card,7.1
584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,56.5,Ewallet,9.6
544-55-9589,B,Mandalay,Member,Female,Electronic accessories,21.43,10,214.3,Cash,6.2
166-19-2553,A,Yangon,Member,Male,Sports and travel,89.06,6,534.36,Cash,9.9
737-88-5876,A,Yangon,Member,Male,Home and lifestyle,23.29,4,93.16,Credit card,5.9
154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,522.08,Ewallet,6.3
885-56-0389,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,52.35,Cash,4
608-05-3804,B,Mandalay,Member,Male,Electronic accessories,39.75,1,39.75,Cash,6.1
448-61-3783,A,Yangon,Normal,Female,Electronic accessories,90.02,8,720.16,Credit card,4.5
761-49-0439,B,Mandalay,Member,Female,Electronic accessories,12.1,8,96.8,Ewallet,8.6
490-95-0021,B,Mandalay,Member,Female,Food and beverages,33.21,10,332.1,Ewallet,6
115-38-7388,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,81.44,Credit card,9.5
311-13-6971,B,Mandalay,Member,Male,Sports and travel,31.99,10,319.9,Credit card,9.9
291-55-6563,A,Yangon,Member,Female,Home and lifestyle,34.42,6,206.52,Ewallet,7.5
548-48-3156,A,Yangon,Member,Female,Food and beverages,83.34,2,166.68,Cash,7.6
460-93-5834,A,Yangon,Normal,Male,Sports and travel,45.58,7,319.06,Cash,5
325-89-4209,A,Yangon,Member,Male,Food and beverages,87.9,1,87.9,Ewallet,6.7
884-80-6021,A,Yangon,Member,Female,Electronic accessories,73.47,10,734.7,Ewallet,9.5
137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,97.52,Ewallet,6.8
880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,769.2,Ewallet,5.6
389-70-2397,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,418.3,Cash,7.2
114-35-5271,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,463.28,Cash,8.1
607-76-6216,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,462.45,Credit card,8.6
715-20-1673,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,141.9,Cash,9.4
811-35-1094,B,Mandalay,Member,Male,Electronic accessories,50.45,6,302.7,Credit card,8.9
699-88-1972,B,Mandalay,Normal,Male,Health and beauty,99.16,8,793.28,Credit card,4.2
781-84-8059,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,425.18,Ewallet,5
409-49-6995,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,283.62,Cash,8.8
725-54-0677,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,599.2,Cash,5.3
146-09-5432,A,Yangon,Member,Male,Food and beverages,35.04,9,315.36,Ewallet,4.6
377-79-7592,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,403.56,Credit card,7.5
509-10-0516,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,183.88,Ewallet,5.1
595-94-9924,A,Yangon,Member,Female,Health and beauty,27.73,5,138.65,Credit card,4.2
865-41-9075,A,Yangon,Normal,Male,Food and beverages,11.53,7,80.71,Cash,8.1
545-07-8534,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,116.64,Ewallet,6
118-62-1812,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,313.52,Cash,7.9
450-42-3339,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,846.1,Credit card,8.8
851-98-3555,B,Mandalay,Normal,Female,Health and beauty,82.88,5,414.4,Credit card,6.6
186-71-5196,A,Yangon,Member,Female,Food and beverages,79.54,2,159.08,Ewallet,6.2
624-01-8356,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,490.1,Credit card,4.2
313-66-9943,B,Mandalay,Member,Female,Food and beverages,29.15,3,87.45,Credit card,7.3
151-27-8496,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,224.52,Ewallet,8.6
453-33-6436,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,744.96,Cash,6.8
522-57-8364,A,Yangon,Member,Male,Fashion accessories,51.34,8,410.72,Ewallet,7.6
459-45-2396,A,Yangon,Member,Female,Food and beverages,99.6,3,298.8,Cash,5.8
717-96-4189,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,212.94,Cash,4.1
722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,42.85,Credit card,9.3
749-81-8133,A,Yangon,Normal,Female,Fashion accessories,94.67,4,378.68,Cash,6.8
777-67-2495,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,206.91,Ewallet,8.7
636-98-3364,B,Mandalay,Member,Female,Electronic accessories,26.26,3,78.78,Ewallet,6.3
246-55-6923,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,322.11,Credit card,5.1
181-82-6255,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,98.22,Cash,7
838-02-1821,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,25.46,Credit card,5.2
887-42-0517,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,581.98,Credit card,6.6
457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,211.32,Ewallet,6.5
226-34-0034,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,55.12,Ewallet,9
321-49-7382,B,Mandalay,Member,Male,Sports and travel,88.31,1,88.31,Credit card,5.2
397-25-8725,A,Yangon,Member,Female,Health and beauty,39.62,9,356.58,Credit card,6.8
431-66-2305,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,794.25,Credit card,7.6
825-94-5922,B,Mandalay,Normal,Male,Sports and travel,25.31,2,50.62,Ewallet,7.2
641-62-7288,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,599.52,Ewallet,7.1
756-93-1854,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,166.7,Credit card,9.5
243-55-8457,A,Yangon,Normal,Female,Food and beverages,74.44,10,744.4,Ewallet,5.1
458-10-8612,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,448.56,Ewallet,7.6
501-61-1753,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,378.9,Ewallet,9.8
235-06-8510,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,257.16,Ewallet,5.1
433-08-7822,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,552.23,Ewallet,7.5
361-85-2571,A,Yangon,Normal,Female,Sports and travel,89.48,5,447.4,Cash,7.4
131-70-8179,A,Yangon,Member,Female,Health and beauty,92.09,3,276.27,Cash,4.2
500-02-2261,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,343.74,Ewallet,5.9
720-72-2436,A,Yangon,Normal,Male,Food and beverages,66.52,4,266.08,Ewallet,6.9
702-83-5291,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,898.38,Cash,6.6
809-69-9497,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,456.8,Ewallet,5.7
449-16-6770,A,Yangon,Normal,Male,Health and beauty,50.79,5,253.95,Credit card,5.3
333-23-2632,A,Yangon,Member,Male,Health and beauty,10.08,7,70.56,Cash,4.2
489-82-1237,A,Yangon,Normal,Female,Electronic accessories,93.88,7,657.16,Credit card,7.3
859-97-6048,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,168.5,Credit card,5.3
676-10-2200,B,Mandalay,Member,Male,Fashion accessories,53.78,1,53.78,Ewallet,4.7
373-88-1424,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,179.05,Ewallet,7.9
365-16-4334,B,Mandalay,Normal,Female,Food and beverages,26.43,8,211.44,Ewallet,8.9
503-21-4385,B,Mandalay,Member,Male,Health and beauty,39.91,3,119.73,Ewallet,9.3
305-89-2768,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,65.7,Ewallet,4.7
574-80-1489,B,Mandalay,Member,Female,Food and beverages,62.85,4,251.4,Ewallet,8.7
784-08-0310,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,84.16,Cash,7.6
200-40-6154,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,395.46,Cash,5.7
846-10-0341,A,Yangon,Normal,Female,Fashion accessories,42.57,7,297.99,Cash,6.8
577-34-7579,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,454.41,Cash,5.4
430-02-3888,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,276.12,Cash,7.1
867-47-1948,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,158,Cash,7.8
384-59-6655,A,Yangon,Member,Female,Food and beverages,98.66,9,887.94,Cash,8.4
256-58-3609,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,91.98,Cash,9.8
324-92-3863,A,Yangon,Member,Male,Electronic accessories,20.89,2,41.78,Cash,9.8
593-08-5916,A,Yangon,Normal,Female,Fashion accessories,15.5,1,15.5,Credit card,7.4
364-34-2972,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,290.46,Cash,6.7
794-42-3736,B,Mandalay,Normal,Male,Food and beverages,33.33,2,66.66,Credit card,6.4
172-42-8274,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,76.54,Credit card,5.8
558-60-5016,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,299.7,Ewallet,7.2
195-06-0432,A,Yangon,Member,Male,Home and lifestyle,81.01,3,243.03,Credit card,9.3
605-03-2706,A,Yangon,Normal,Female,Health and beauty,15.8,3,47.4,Cash,9.5
214-30-2776,B,Mandalay,Member,Female,Electronic accessories,34.49,5,172.45,Credit card,9
746-04-1077,B,Mandalay,Member,Female,Food and beverages,84.63,10,846.3,Credit card,9
448-34-8700,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,258.37,Ewallet,6.7
452-04-8808,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,609.56,Cash,5.5
531-56-4728,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,240.24,Cash,5.4
744-82-9138,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,172.26,Cash,8.2
883-69-1285,B,Mandalay,Member,Male,Fashion accessories,49.92,2,99.84,Credit card,7
221-25-5073,A,Yangon,Normal,Female,Food and beverages,74.66,4,298.64,Cash,8.5
518-71-6847,B,Mandalay,Member,Male,Food and beverages,26.6,6,159.6,Ewallet,4.9
156-20-0370,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,25.45,Credit card,5.1
151-33-7434,B,Mandalay,Normal,Female,Food and beverages,67.77,1,67.77,Credit card,6.5
728-47-9078,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,238.36,Cash,9.8
809-46-1866,A,Yangon,Normal,Male,Health and beauty,58.15,4,232.6,Cash,8.4
139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,877.32,Ewallet,7.4
148-41-7930,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,699.72,Cash,6.1
189-40-5216,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,674.59,Cash,6
374-38-5555,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,318.55,Ewallet,8.5
764-44-8999,B,Mandalay,Normal,Female,Health and beauty,14.76,2,29.52,Ewallet,4.3
552-44-5977,B,Mandalay,Member,Male,Health and beauty,62,8,496,Credit card,6.2
267-62-7380,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,823.4,Ewallet,4.3
430-53-4718,B,Mandalay,Member,Male,Health and beauty,75.37,8,602.96,Credit card,8.4
886-18-2897,A,Yangon,Normal,Female,Food and beverages,56.56,5,282.8,Credit card,4.5
602-16-6955,B,Mandalay,Normal,Female,Sports and travel,76.6,10,766,Ewallet,6
745-74-0715,A,Yangon,Normal,Male,Electronic accessories,58.03,2,116.06,Ewallet,8.8
690-01-6631,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,174.9,Ewallet,6.6
652-49-6720,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,60.95,Ewallet,5.9
233-67-5758,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,40.35,Ewallet,6.2
303-96-2227,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,973.8,Ewallet,4.4
727-02-1313,A,Yangon,Member,Male,Food and beverages,31.84,1,31.84,Cash,7.7
347-56-2442,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,65.82,Cash,4.1
849-09-3807,A,Yangon,Member,Female,Fashion accessories,88.34,7,618.38,Cash,6.6
